equipment_id,timestamp,temperature,vibration,pressure,current,voltage,rpm,power,efficiency,failure
EQ004,2024-12-05 12:01:18.502834,59.41335537097711,2.9215492968048395,99.48200337820488,9.712691818122522,235.52155093499286,3071.3417129080644,2287.548240757832,99.56475342616956,0
EQ003,2024-12-05 12:02:18.502834,66.69951448438258,3.2106752170988444,101.24422292625724,9.283419686738375,247.4539669975402,2891.641079335213,2297.219028786473,99.56657777717534,0
EQ001,2024-12-05 12:03:18.502834,65.67007408998258,2.4510500867316916,98.53329042737042,10.16133572886964,243.99236492627355,3087.138406828224,2479.288335296743,99.59827875870361,0
EQ005,2024-12-05 12:04:18.502834,67.82091705764192,2.7660710842112697,104.10675122239505,10.698095356313338,240.88893176284998,3063.8148380767993,2577.052762279426,99.61345975830855,0
EQ002,2024-12-05 12:05:18.502834,74.16538477648267,2.856071742442698,102.16005545036955,10.343406730672571,243.69260814318477,3024.7752847045904,2520.6117632833707,99.60483863447212,0
EQ001,2024-12-05 12:06:18.502834,61.21181311624203,3.012000044202296,96.6574984639235,10.540456231190246,240.97917051291878,2957.4912051141932,2540.0303994199517,99.60784781223492,0
EQ002,2024-12-05 12:07:18.502834,72.49231234673115,2.793487521165126,97.53951198289016,9.800224092366477,239.3833859791512,2987.62052134472,2346.0108265851413,99.57555373315095,0
EQ002,2024-12-05 12:08:18.502834,91.14247070031931,7.274725369007323,79.602749525731,12.60679984160759,199.75921270752917,2873.7580814527455,2518.3244111209356,99.60448113556889,1
EQ002,2024-12-05 12:09:18.502834,62.57782591068884,2.6830507343479866,97.45197807099461,10.314574776366086,239.05746846746817,3033.050652658091,2465.7761343564785,99.59608625912378,0
EQ002,2024-12-05 12:10:18.502834,63.58126177507433,3.206652911096934,100.6532476021408,9.675049500038536,245.08321842524091,2975.306428994293,2371.1922698929625,99.58004231214603,0
EQ005,2024-12-05 12:11:18.502834,70.23192962189107,3.051393282971562,99.56862051368212,9.901169877962523,238.2020360594091,2974.540452061181,2358.4788243007642,99.57778807657475,0
EQ001,2024-12-05 12:12:18.502834,65.51319772487265,2.3530153758306596,100.84463743023795,9.050549384651127,244.10107558788917,2960.4172932538304,2209.2488394546485,99.54939708327358,0
EQ002,2024-12-05 12:13:18.502834,71.68639577677324,3.05108430318334,98.69269325559758,9.48179117357896,236.67002090893243,2992.5911262601135,2244.0557153050636,99.55635524303592,0
EQ003,2024-12-05 12:14:18.502834,57.07348177669267,2.7512798887510064,98.60822980768167,9.959468138744917,233.29904726070816,2938.9221380269287,2323.5344279925675,99.57146550399933,0
EQ003,2024-12-05 12:15:18.502834,59.58079258526499,3.0137980567357916,100.44366018235655,10.82424551144115,247.0462856765804,3022.099684295548,2674.0896488529334,99.62743420271846,0
EQ001,2024-12-05 12:16:18.502834,73.58871350468588,3.514902408489258,102.78410402226115,10.331807166713437,237.6703700942278,2928.5021383637504,2455.5644330549776,99.59441335760958,0
EQ002,2024-12-05 12:17:18.502834,63.757744247195646,2.933148203742549,101.49807306066914,9.82904740624429,234.73361634687947,2933.482808526521,2307.207842912638,99.56844613526638,0
EQ003,2024-12-05 12:18:18.502834,94.43356131586484,8.588273200291006,109.91357903340543,10.77878833891222,237.37254967275553,2975.3653617181194,2558.588470390559,99.61068111473382,1
EQ005,2024-12-05 12:19:18.502834,64.03919624517631,3.0020192653403512,95.48142832408284,10.18887611029923,231.84257459515237,3007.188294374132,2362.215269642815,99.5784530970705,0
EQ001,2024-12-05 12:20:18.502834,80.18121522941382,5.014212539383121,102.08541033784971,12.751704265598852,220.96866575689143,2874.0613456986,2817.7270776958394,99.64635908186202,1
EQ001,2024-12-05 12:21:18.502834,68.61026565792965,2.606792014859133,98.91590268263161,9.186858533143738,231.1439549266773,2960.0962008701686,2123.486814702737,99.53128372150763,0
EQ001,2024-12-05 12:22:18.502834,61.97219142342724,2.82362712937082,96.56443814646146,9.41118352548442,236.9438252993375,2957.28865269397,2229.921825122384,99.55355584789422,0
EQ005,2024-12-05 12:23:18.502834,67.60306949881173,2.6908558164162746,100.86935502293676,10.330298876823516,232.46415947939064,3002.908994382085,2401.4242455716717,99.58530731295565,0
EQ005,2024-12-05 12:24:18.502834,68.95796789558672,3.1420449834426134,105.26339275552128,10.444631297289972,234.88732672234696,3002.066945794081,2453.311524021,99.59404241394218,0
EQ005,2024-12-05 12:25:18.502834,63.821424790428374,3.4514805781455964,103.7835744178639,10.297984649631225,233.57643439082776,2986.263044454276,2405.366535872339,99.58598416217652,0
EQ001,2024-12-05 12:26:18.502834,60.39575542699313,2.8816672592967945,99.7181327113174,10.66245825485429,240.64110049275027,3064.0273863695634,2565.8256884061457,99.61177497200178,0
EQ004,2024-12-05 12:27:18.502834,65.64402555599025,3.5021901101592205,97.22226336080858,9.75132971481514,246.27057909894802,3031.384478577556,2401.4656158523044,99.58531442728177,0
EQ003,2024-12-05 12:28:18.502834,70.88279501250975,2.5546043301760797,99.56363497575443,10.620657502195316,240.92706812882335,2969.907731924972,2558.80387360431,99.61071376048773,0
EQ005,2024-12-05 12:29:18.502834,60.70694165496221,2.6906820748119817,99.00946768209482,9.536999639060221,245.03313372363212,3001.8925982415712,2336.8809078800746,99.57390253734549,0
EQ005,2024-12-05 12:30:18.502834,64.28443758199573,3.326354876013624,96.79555626044615,10.368729169874985,237.91092475478922,2989.3756465054307,2466.833945336916,99.59625876337707,0
EQ005,2024-12-05 12:31:18.502834,66.69175576282088,2.1693969069146055,104.41814063274605,10.466469811028412,234.3853301165974,3031.500324161249,2453.1869818132955,99.59402188815409,0
EQ004,2024-12-05 12:32:18.502834,68.81429236830238,3.22037117068311,96.55920625462737,9.576077551857573,253.15275286345002,3020.104799240414,2424.2103938866317,99.5891891668397,0
EQ003,2024-12-05 12:33:18.502834,88.23171964402076,4.347421260610229,99.64244347858195,8.127659174469876,243.80287445035708,2704.0882604815915,1981.546669288572,99.49787769705782,1
EQ001,2024-12-05 12:34:18.502834,66.31967742986902,3.1164042901369977,103.28241558986527,10.100970045990428,237.52255783625773,3049.747352106992,2399.2082419510684,99.58492587623303,0
EQ003,2024-12-05 12:35:18.502834,65.66423459796063,3.5720964174497363,99.7162550730737,11.005441241410493,241.11202888901477,3061.591471693442,2653.544266535321,99.62456039775124,0
EQ001,2024-12-05 12:36:18.502834,67.85678358264613,3.1835668247610256,97.3951321324714,10.233840361443828,245.81041527219512,3042.295125856474,2515.584549075859,99.60405205980298,0
EQ003,2024-12-05 12:37:18.502834,60.311868171677396,3.594981350454915,97.58679472386868,9.786340110382698,248.16923751573088,3049.2424295168953,2428.6685632632875,99.589940176757,0
EQ002,2024-12-05 12:38:18.502834,66.9593431644222,2.7092321194061246,95.49694790436367,9.179272542269889,245.38720685009096,3010.0414555153243,2252.4760500633415,99.55800637095274,0
EQ004,2024-12-05 12:39:18.502834,64.53989512188127,2.8869614096426215,105.69672334277766,10.14625586330106,228.9390884310548,3055.8170419859857,2322.87456833239,99.57134429189871,0
EQ004,2024-12-05 12:40:18.502834,57.14966351530756,3.13415202096788,99.9613599765086,9.959183054665916,243.24762621836936,3022.032043396146,2422.547637121693,99.58890835898151,0
EQ004,2024-12-05 12:41:18.502834,69.97465987248849,1.778473135388834,105.48306570853063,9.033374026026165,237.82345180271807,2967.5653613455565,2148.348192294559,99.53668272636914,0
EQ001,2024-12-05 12:42:18.502834,61.73678576420267,3.782235066046403,100.43600228681322,9.012184470071821,242.18705437248164,2962.570965402741,2182.6344102681187,99.54392761724571,0
EQ003,2024-12-05 12:43:18.502834,65.0197122978847,3.0752116651161074,99.19987467268622,10.572830815771256,239.18370429345106,2954.897299131425,2528.848839384119,99.60612070144256,0
EQ002,2024-12-05 12:44:18.502834,77.94863321299636,11.950855263726236,105.73767003056435,10.416355744062052,190.4306088890152,2763.276466087159,1983.5929667463274,99.49839309393629,1
EQ005,2024-12-05 12:45:18.502834,62.406473044754904,3.482228255539138,104.58415554801228,10.027398225255602,247.1340743990605,2913.071151209641,2478.111779029325,99.59808879632003,0
EQ001,2024-12-05 12:46:18.502834,57.82836195488324,2.7285972855002534,98.20547419253072,9.820970282500323,243.47068792920544,3022.4903007069115,2391.118390812637,99.58352740796693,0
EQ001,2024-12-05 12:47:18.502834,57.701090045619196,3.6401551961807836,104.16126396225387,9.893466639321062,244.26164707741307,3008.455916169039,2416.5944566260014,99.58789982509461,0
EQ003,2024-12-05 12:48:18.502834,74.49991125448727,4.88529735366577,91.5297873349817,10.3058309067395,217.86465524135045,2522.0897226254124,2245.276297472455,99.55659534881791,1
EQ003,2024-12-05 12:49:18.502834,59.85743983237677,3.1392115746297997,102.15767732570824,9.711424942598484,229.51087496746305,2999.639458507132,2228.8776357566226,99.55334763096062,0
EQ004,2024-12-05 12:50:18.502834,68.47757348934995,3.8219670117142885,98.45431232855225,10.12717415857201,243.04705784476045,2974.819556376772,2461.3798835224147,99.59536775116308,0
EQ001,2024-12-05 12:51:18.502834,54.103409316745065,3.8636377302376252,96.24209938658038,9.489938892861465,243.81138122547563,3061.2814465946817,2313.7551092139147,99.56966205430388,0
EQ002,2024-12-05 12:52:18.502834,66.46166617324383,2.994707803748817,100.59367953416837,10.196988895665534,242.0135487180741,3026.2052475893797,2467.8094688788115,99.59641771792384,0
EQ004,2024-12-05 12:53:18.502834,60.74478986662668,3.1923310114207455,98.01262991629207,9.939772390336143,236.93978336281344,2996.2758059893104,2355.12751684192,99.57718981624497,0
EQ002,2024-12-05 12:54:18.502834,62.34054996288118,3.0217441114985992,99.19949550046945,9.95071249229698,237.1937794964522,2924.252868870468,2360.247104730482,99.57810306022346,0
EQ001,2024-12-05 12:55:18.502834,73.98228961098063,3.0693265301661827,102.59006683000923,10.357000220681108,251.33889028584582,2994.1812009162954,2603.11694215625,99.61731525142736,0
EQ002,2024-12-05 12:56:18.502834,59.145136570509024,3.751740466364906,102.66853176938983,10.386762377383217,237.95819664562453,3028.802771452415,2471.61524430873,99.59703664688014,0
EQ002,2024-12-05 12:57:18.502834,83.05310454181365,13.208757160768776,86.86420993781843,12.442120647842353,236.40389294929557,2369.591927627934,2941.3657576947435,99.66117381507432,1
EQ003,2024-12-05 12:58:18.502834,62.980884297575415,3.300689769673613,100.74932740042809,10.697093126769857,242.15570431233314,2962.146971180844,2590.362120207573,99.6154381760029,0
EQ002,2024-12-05 12:59:18.502834,63.64321636075465,3.4570926204644854,99.85063683444226,10.647831552827991,237.85340808920296,2992.9113555777903,2532.623023599888,99.6067053626439,0
EQ004,2024-12-05 13:00:18.502834,70.54739899342914,3.542057886680988,98.57652310150732,9.45020423404538,246.6692260931209,3018.4226952064087,2331.074564833908,99.57284572861482,0
EQ003,2024-12-05 13:01:18.502834,52.9300446281577,3.157170227674196,101.47547441351621,10.475542171837445,230.7244120713916,2981.7771901265287,2416.963308726263,99.58796245645559,0
EQ003,2024-12-05 13:02:18.502834,68.48636850307945,2.7097125464417693,95.61907940885901,8.714429879820138,236.8687038851489,3015.590036697061,2064.17571073101,99.51788076833299,0
EQ002,2024-12-05 13:03:18.502834,51.43366452318767,3.8654964914131114,100.70726723761345,10.067439679716085,246.39924870520818,2921.444942056723,2480.609573467045,99.59849186694967,0
EQ005,2024-12-05 13:04:18.502834,63.73564079666108,3.481931391390617,102.51866420540526,10.429311314000891,242.80671054291986,3049.3070030168224,2532.306773380614,99.6066564387624,0
EQ003,2024-12-05 13:05:18.502834,60.5979484283785,2.7505099446962764,98.2498995865604,9.384658119749332,236.9113122479106,2985.3732096533536,2223.3316701478234,99.5522384725177,0
EQ003,2024-12-05 13:06:18.502834,66.26391986046727,3.1514401847109816,100.87876559509874,10.093219871077608,240.14564720843245,2951.5790788883614,2423.842818356943,99.58912712338791,0
EQ004,2024-12-05 13:07:18.502834,61.187664550449036,3.957200854513429,94.38803052106465,9.29672792919967,230.12943087501844,2978.7460276062266,2139.450707346609,99.53476486035149,0
EQ004,2024-12-05 13:08:18.502834,69.48505690396836,2.650471645654178,98.89625588241367,10.167837801203966,243.15820142047426,2974.236845485123,2472.393152075866,99.59716292354265,0
